153	451	2	10	230.57	2350	0.9	80	0.1	0.8875	0.9	0.8	1689.36	389514.87	1	187.175.70.55	dsl-187-175-70-55-dyn.prod-infinitum.com.mx	46	2014-11-27	46	2014-11-27
154	452	2	21	169	4300	0.9	80	0.1	0.7638	0.85	0.65	2372.78	400999.87	1	187.175.34.7	dsl-187-175-34-7-dyn.prod-infinitum.com.mx	46	2014-11-27	46	2014-12-25
155	453	2	10	103.64	2800	0.9	80	0.1	0.8875	0.9	0.8	2012.85	208611.77	1	187.175.70.55	dsl-187-175-70-55-dyn.prod-infinitum.com.mx	46	2014-11-27	46	2014-11-27
156	456	1	0	182.56	5000	0.9	80	0.1	1	0.9	0.9	4050	739368	1	189.133.110.37	dsl-189-133-110-37-dyn.prod-infinitum.com.mx	41	2014-11-28	41	2014-11-28
157	458	2	5	106.27	920	0.9	80	0.1	0.9438	0.9	0.85	703.28	74737.83	1	187.175.59.61	dsl-187-175-59-61-dyn.prod-infinitum.com.mx	46	2014-11-30	46	2014-11-30
158	459	2	5	93.36	1000	0.9	80	0.1	0.9438	0.9	0.85	764.44	71367.89	1	187.175.1.164	dsl-187-175-1-164-dyn.prod-infinitum.com.mx	46	2014-11-30	46	2014-11-30
159	460	2	5	101.73	1000	0.9	80	0.1	0.9438	0.9	0.85	764.44	77766.23	1	187.175.1.164	dsl-187-175-1-164-dyn.prod-infinitum.com.mx	46	2014-11-30	46	2014-11-30
160	462	2	28	258	3850	0.9	80	0.1	0.685	0.9	0.62	2136.17	551132.51	1	189.236.200.13	dsl-189-236-200-13-dyn.prod-infinitum.com.mx	46	2014-12-01	46	2014-12-01
162	463	5	1	104.45	2030	0.9	80	0.1	0.9888	1	0.99	2007.16	209648.12	1	189.243.88.91	dsl-189-243-88-91-dyn.prod-infinitum.com.mx	46	2014-12-01	46	2014-12-01
163	472	5	27	29.19	1800	0.9	80	0.1	0.6963	0.9	0.63	1015.13	29631.72	1	189.236.200.11	dsl-189-236-200-11-dyn.prod-infinitum.com.mx	46	2014-12-04	46	2014-12-04
164	473	5	3	1050	4575	0.9	80	0.1	0.9663	0.95	0.92	3989.59	4189065.15	1	189.236.200.11	dsl-189-236-200-11-dyn.prod-infinitum.com.mx	46	2014-12-04	46	2014-12-04
165	474	2	6	47.65	5800	0.9	80	0.1	0.9325	0.95	0.89	4881.17	232587.81	1	189.236.200.11	dsl-189-236-200-11-dyn.prod-infinitum.com.mx	46	2014-12-04	46	2014-12-04
166	475	2	6	47.65	5800	0.9	80	0.1	0.9325	0.95	0.89	4881.17	232587.81	1	189.236.200.11	dsl-189-236-200-11-dyn.prod-infinitum.com.mx	46	2014-12-04	0	1970-01-01
167	480	2	46	96	3000	0.9	80	0.1	0.4825	0.85	0.41	1045.82	100398.6	1	187.175.68.14	dsl-187-175-68-14-dyn.prod-infinitum.com.mx	46	2014-12-06	46	2014-12-06
168	485	2	14	63	2005	0.9	80	0.1	0.8425	0.9	0.76	1368.26	86200.51	1	189.243.88.59	dsl-189-243-88-59-dyn.prod-infinitum.com.mx	46	2014-12-08	46	2014-12-24
169	490	1	0	108.5	2000	0.9	80	0.1	1	0.85	0.85	1445	156782.5	1	189.133.116.175	dsl-189-133-116-175-dyn.prod-infinitum.com.mx	41	2014-12-12	41	2014-12-12
170	496	2	1	187.7	2530	0.9	80	0.1	0.9888	1	0.99	2501.54	469538.59	1	189.236.202.15	dsl-189-236-202-15-dyn.prod-infinitum.com.mx	46	2014-12-16	46	2014-12-16
171	500	1	0	756.77	6000	0.9	80	0.1	1	0.9	0.9	4860	3677902.2	1	189.133.83.237	dsl-189-133-83-237-dyn.prod-infinitum.com.mx	41	2014-12-18	41	2014-12-18
172	506	2	22	102.38	1150	0.9	80	0.1	0.7525	0.9	0.68	700.95	71763.64	1	187.175.39.177	dsl-187-175-39-177-dyn.prod-infinitum.com.mx	46	2015-01-04	46	2015-01-04
173	508	2	24	134.2	1100	0.9	80	0.1	0.73	0.9	0.66	650.43	87287.71	1	187.175.39.177	dsl-187-175-39-177-dyn.prod-infinitum.com.mx	46	2015-01-04	46	2015-01-04
