236	237	0	13.61	10		40318.4	2	1	1	1	0	0	1	0			0	0	0	0	40318.4	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-08-31
237	238	0	749.52	700		62596.8	2	1	1	2	40	20	1	0			138	277808.04	0	0	340404.84	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-08-31
238	239	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
239	240	0	686.27	700		122829.84	1	2	2	1	40	20	1	0			123.77	328631.63	0	0	451461.47	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-04
240	241	0	303.03	300		142163.27	3	2	1	1	29	0	1	0			76	32451.17	0	0	174614.44	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-25
241	242	0	686.27	700		137038.23	2	2	2	3	40	20	1	0			52.88	156439.93	0	0	293478.16	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-04
242	243	0	78.51	80		29792	7	1	5	1	0	0	1	0			0	0	0	0	29792	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-01
243	244	0	27.73	30		90155.67	7	1	5	1	0	0	1	0			0	0	0	0	90155.67	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-09
244	245	0	0	0		138519.4	2	1	1	1	0	0	1	0			0	0	0	0	138519.4	1	189.243.88.85	dsl-189-243-88-85-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-01
245	246	0	16.4	20		66580.14	7	1	5	1	0	0	1	0			0	0	0	0	66580.14	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-10
246	247	0	0	0		0	1	2	3	1	23	0	1	0			0	0	0	0	0	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-02
247	248	0	373.3	400		10653.6	7	1	5	1	0	0	1	0			0	0	0	0	10653.6	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-02
248	249	0	39.5	40		62853.08	7	1	12	1	0	0	1	0			0	0	0	0	62853.08	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-02
249	250	0	384.1	400		8978.4	7	1	1	1	0	0	1	0			0	0	0	0	8978.4	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-02
250	251	0	0	0		0	7	1	5	1	0	0	1	0			0	0	0	0	0	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-02
251	252	0	0	0		52000	2	1	1	1	0	0	1	0			0	0	0	0	52000	1	187.175.68.161	dsl-187-175-68-161-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-02
252	253	0	3451.58	3452		452212	1	2	2	1	5	55	1	0			165	654018.75	0	0	1106230.75	1	187.175.67.147	dsl-187-175-67-147-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-03
253	254	0	0	0		143077.84	2	1	1	1	0	0	1	0			0	0	0	0	143077.84	1	187.175.68.161	dsl-187-175-68-161-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-03
254	255	0	14.03	10		104284.4	7	1	5	1	0	0	1	0			0	0	0	0	104284.4	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-03
255	256	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
256	257	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
257	258	0	0	0		0	7	1	12	1	0	0	1	0			0	0	0	0	0	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-09
258	259	0	793.92	800		32456.32	2	1	1	1	0	0	1	0			0	0	0	0	32456.32	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-09
260	261	0	0	0		40080	2	1	1	1	0	0	1	0			0	0	0	0	40080	1	187.175.67.147	dsl-187-175-67-147-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-03
261	262	0	0	0		21670	2	1	1	1	0	0	1	0			0	0	0	0	21670	1	187.175.67.147	dsl-187-175-67-147-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-03
262	263	0	23.85	20		1200000	2	1	1	1	0	0	1	0			0	0	0	0	1200000	1	187.175.67.147	dsl-187-175-67-147-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-03
263	264	0	2.18	2		106295.54	7	1	5	1	0	0	1	0			0	0	0	0	106295.54	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-04
264	265	0	137.44	100		69277.18	7	1	5	1	0	0	1	0			0	0	0	0	69277.18	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-10
265	266	0	0	0		0	7	1	5	1	0	0	1	0			0	0	0	0	0	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-04
266	267	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
267	268	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
268	269	0	14.7	10		109996.6	7	1	5	1	0	0	1	0			0	0	0	0	109996.6	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-21
269	270	0	14.38	10		276265	7	1	5	1	0	0	1	0			0	0	0	0	276265	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-04
270	271	0	0	0		0	7	1	5	1	0	0	1	0			0	0	0	0	0	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-04
271	272	0	8400.99	8401		352842	2	1	1	3	32	28	1	3			59.7	146718.72	14901.12	0	514461.84	1	189.236.196.242	dsl-189-236-196-242-dyn.prod-infinitum.com.mx	0	1970-01-01	41	2014-09-11
272	273	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
273	274	0	4548.12	4548		170849	2	2	3	1	0	60	1	0			46.07	25338.5	0	0	196187.5	1	189.236.225.44	dsl-189-236-225-44-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-04
274	275	0	281.1	300		112200	2	1	6	6	0	0	1	0			0	0	0	0	112200	1	189.236.196.242	dsl-189-236-196-242-dyn.prod-infinitum.com.mx	0	1970-01-01	41	2014-09-09
275	276	0	488.28	500		1000000	1	1	1	1	0	0	0	0			0	0	0	0	1000000	1			0	1970-01-01	0	1970-01-01
276	277	0	14.7	10		197994.06	3	2	6	1	50	0	1	0			190.35	87962.52	0	0	285956.58	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-09-21
